#"idGeo","Facility","type","Ext Ref","Payam","County","State","Deleted","Indicators","Sampled","Pilot Accessible","Pilot Operational","Extension Accessible","Extension Operational","Alternate Names","Location","ACLED Refs"
163,"Bakpara PHCU","Primary Health Care Unit","FC10070404","Sakure","Anzara County","Gbudwe","",0,0,0,0,0,0,"","4.51513, 28.28751",""
164,"Bal-Wau PHCU","Primary Health Care Unit","FC04030704","Mayom","Rumbek Centre County","Western Lakes","",118,1,0,0,1,1,"bal-wau-phcu, Balwau","6.79560, 29.48748",""
165,"Baliet PHCC","Primary Health Care Centre","FC07010802","Nyok Kuac","Akoka County","Eastern Nile","",132,1,0,0,1,1,"","9.27650, 32.07447",""
166,"Bam PHCC","Primary Health Care Centre","FC07100304","Malakal South","Malakal County","Eastern Nile","",135,1,0,0,1,1,"","9.51396, 31.65966",""
167,"Bambaraze PHCU","Primary Health Care Unit","FC10010302","Bariguna","Ezo County","Gbudwe","",114,1,0,0,1,0,"","5.21578, 27.36002",1608045
168,"Bambu PHCU","Primary Health Care Unit","FC10080302","S/Yubu","Tambura County","Gbudwe","",115,1,0,0,1,1,"Bambu, bambu-phcu","5.45393, 27.34651",""
169,"Banashowa PHCU","Primary Health Care Unit","FC07030202","Banishiew","Maban County","Eastern Nile","",0,0,0,0,0,0,"","9.93177, 33.69318",""
170,"Bandala PHCU","Primary Health Care Unit","FC10010204","Bagidi","Ezo County","Gbudwe","",202,1,0,0,1,1,"bandala-phcu","5.26535, 27.70818",""
171,"Bandame PHCU","Primary Health Care Unit","FC01060304","Tore","Yei County","Yei River","",114,1,0,0,0,0,"Bandame, bandame-phcu","4.39814, 30.23401",""
172,"Banduguyo PHCU","Primary Health Care Unit","FC10010304","Bariguna","Ezo County","Gbudwe","",114,1,0,0,1,0,"banduguyo-phcu","5.21578, 27.36002",1608045
173,"Bangangai PHCU","Primary Health Care Unit","FC10010108","Andari","Ezo County","Gbudwe","",114,1,0,0,1,0,"Bangangia PHCU., Bangangia PHC, Bangangia PHCU, Bangangia PHCU","4.95366, 27.69246",""
174,"Bangladesh PHCC","Primary Health Care Centre","FC10030402","Maridi","Maridi County","Maridi","",0,0,0,0,0,0,"","4.90074, 29.47793",""
175,"Banglai PHCU","Primary Health Care Unit","FC07010902","Unknown Payam in Akoka County","Akoka County","Eastern Nile","",114,1,0,0,0,1,"Bengali phcu","9.28912, 32.01767",""
176,"Bangolo PHCC","Primary Health Care Centre","FC10050502","Bangalo","Mundri West County","Amadi","",0,0,0,0,0,0,"","5.35420, 30.29100",""
177,"Banjang PHCU","Primary Health Care Unit","FC07080202","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.20659, 32.75948",""
178,"Banyjang PHCU","Primary Health Care Unit","FC07080204","Jelhak","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.20659, 32.75948",""
179,"Baping PHCU","Primary Health Care Unit","FC03090404","Nyuak","Twic East County","Jonglei","",115,1,0,0,1,1,"Baking PHCU, baping-phcu","6.83156, 31.46097",""
180,"Bar Urod PHCU","Primary Health Care Unit","FC09010706","Udici","Jur River County","Wau","",0,0,0,0,0,0,"","8.00720, 27.73421",""
181,"Bar-Aliap PHCU","Primary Health Care Unit","FCQAP0000002","Aduel","Rumbek East County","Western Lakes","",118,1,0,0,1,1,"bar-aliap-phcu, Baraliap PHCU","6.59515, 29.87975",""
182,"Bar-Chol PHCU","Primary Health Care Unit","FC04030706","Mayom","Rumbek Centre County","Western Lakes","",118,1,0,0,1,1,"bar-chol-phcu, Barchol","6.88428, 29.54205",""
183,"Bar-Girindi PHCU","Primary Health Care Unit","FC10100302","Bahr El Girindi","Mvolo County","Amadi","",118,1,0,0,1,1,"Bahrgrindi","6.84120, 30.75800",""
184,"Baragu PHCU","Primary Health Care Unit","FC10010110","Andari","Ezo County","Gbudwe","",203,1,0,0,1,1,"baragu-phcu","4.95366, 27.69246",1608045
185,"Barakol PHCU","Primary Health Care Unit","FC09010708","Udici","Jur River County","Wau","",114,1,0,0,0,1,"Barakol, barakol-phcu","7.77695, 27.93353",""
186,"Barhgel PHCU","Primary Health Care Unit","FC04020602","Malou Pec","Cueibet County","Gok","",118,1,0,0,1,1,"Barhgel","6.96206, 29.50787",""
187,"Bari PHCU","Primary Health Care Unit","FC10050302","Kotobi","Mundri West County","Amadi","",114,1,0,0,0,0,"Bari, bari-phcu","5.22730, 30.18677",""
188,"Bariabande PHCU","Primary Health Care Unit","FC10010306","Bariguna","Ezo County","Gbudwe","",202,1,0,0,1,1,"bariabande-phcu","5.21578, 27.36002",1608045
189,"Bariak PHCU","Primary Health Care Unit","FC03050402","Pultruk","Nyirol County","Eastern Bieh","",0,0,0,0,0,0,"bariak-phcu","8.56061, 31.96281",""
190,"Bariguna PHCU","Primary Health Care Unit","FC10010308","Bariguna","Ezo County","Gbudwe","",201,1,0,0,1,1,"bariguna-phcu","5.21578, 27.36002",1608045
191,"Barmayen PHCC","Primary Health Care Centre","FCTAR0000002","Aroyo","Aweil Centre County","Aweil","",135,1,0,0,1,1,"bar-mayen-phcc","8.72710, 27.37347",""
192,"Barurud PHCU","Primary Health Care Unit","FCHAK0000006","Kangi","Jur River County","Wau","Deleted",0,0,0,0,0,0,"","7.69160, 28.13580",""
193,"Barurud PHCU","Primary Health Care Unit","FCHAK0000005","Udici","Jur River County","Wau","",118,1,0,0,1,1,"Barurud, barurud-phcu","7.95654, 27.52289",""
194,"Baryar PHCU","Primary Health Care Unit","FC09010710","Udici","Jur River County","Wau","",118,1,0,0,1,1,"baryar-phcu","7.75623, 27.96505",""
195,"Basselia PHCC","Primary Health Care Centre","FC09030204","Besselia","Bagari County","Wau","",66,1,0,0,0,0,"basselia-phcc, Besselia PHCC","7.74982, 27.63635",""
196,"Basunkanbi PHCC","Primary Health Care Centre","FC10070102","Basukangbi","Anzara County","Gbudwe","",0,0,0,0,0,0,"","4.65571, 28.22013",""
197,"Batil ORPs (20)","Primary Health Care Centre","FC07030102","Jimkwota","Maban County","Eastern Nile","",0,0,0,0,0,0,"","10.00410, 33.74620",""
198,"Batil South MSF Clinic","Primary Health Care Centre","FC07030104","Jimkwota","Maban County","Eastern Nile","",0,0,0,0,0,0,"","10.00410, 33.74620",""
199,"Bazia Jedid PHCC","Primary Health Care Centre","FC09030608","Wau South","Bagari County","Wau","",138,1,0,0,1,1,"Bazia Jadid PHCC, Bazia Jedid, bazia-jedid-phcc","7.67863, 27.99421",""
200,"Bebnis (Dungkam) PHCU","Primary Health Care Unit","FC07080402","Chamade","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.59105, 33.19030",""
201,"Bekat PHCU","Primary Health Care Unit","FC01051002","Muni","Terekeka County","Terekeka","",2,0,0,0,0,0,"bekat-phcu","5.65130, 31.33754",""
202,"Bekenye PHCU","Primary Health Care Unit","FC10040102","Kediba","Mundri East County","Amadi","",119,1,0,0,1,1,"bekenye-phcu","5.66560, 30.65709",""
203,"Bentiu Care PHCU","Primary Health Care Unit","FC06090502","Kaljak","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.25455, 29.79300",""
204,"Bentiu State Hosp","State Hospital","FC06090204","Bentiu Town","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.16666, 29.76707",""
205,"Bentiu TFC","Other","FC06090206","Bentiu Town","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.16666, 29.76707",""
206,"Bereangburu PHCU","Primary Health Care Unit","FC10070406","Sakure","Anzara County","Gbudwe","",117,1,0,0,1,1,"bereangburu-phcu, Bureangburu Phcu","4.51513, 28.28751",""
207,"Bereka PHCU","Primary Health Care Unit","FC01030302","Lainya","Lainya County","Yei River","",114,1,0,0,0,0,"Bereka, bereka-phcu","4.37152, 30.85262",""
208,"Dorine Huff","Primary Health Care Centre","FCHAT0000004","Wau North","Bagari County","Wau","",0,0,0,0,0,0,"","7.72044, 27.98908","Hey, it\'s Dorine!\r\n\r\nPretty much everyone is using voice search "
209,"Betha Saida ECS PHCC","Primary Health Care Centre","FC10030404","Maridi","Maridi County","Maridi","",145,1,0,0,1,1,"betha-saida-ecs-phcc, Bethsaida phcc","4.90074, 29.47793",""
210,"Bhargel","Primary Health Care Unit","FCTAC0000008","Unknown Payam In Cueibet","Cueibet County","Gok","",0,0,0,0,0,0,"","7.11849, 29.23404",""
211,"Bhargel PHCU","Primary Health Care Unit","FC04060102","Bahr-gel","Wulu County","Western Lakes","",0,0,0,0,0,0,"bhargel-phcu","6.80600, 30.14800",""
212,"Bieh PHCU","Primary Health Care Unit","FC06061002","Ngop","Mayom County","Northern Liech","",115,1,0,0,1,1,"Bieh, bieh-phcu","9.08170, 29.00980",""
213,"Bienythiang PHCC","Primary Health Care Centre","FC07130602","Unknown Payam in Akoka County","Akoka County","Eastern Nile","",0,0,0,0,0,0,"bienythiang-phcc","9.82895, 32.03485",""
214,"Bieth PHCU","Primary Health Care Unit","FC06030602","Boaw","Koch County","Northern Liech","",0,0,0,0,0,0,"","8.72018, 29.84255",""
215,"Bil PHCU","Primary Health Care Unit","FC06020202","Kuach","Guit County","Northern Liech","",0,0,0,0,0,0,"","9.03451, 29.98612",""
216,"Bilingi PHCU","Primary Health Care Unit","FC01011302","Northern Bari","Juba County","Jubek","",0,0,0,0,0,0,"","4.93490, 30.58757",""
217,"Bilinya PHCU","Primary Health Care Unit","FC02070204","Mugali","Magwi County","Imatong","",0,0,0,0,0,0,"bilinya-phcu","4.08070, 32.38900",""
218,"Bilinyang PHCU","Primary Health Care Unit","FC01010402","Lobonok","Juba County","Jubek","",114,1,0,0,0,1,"Bilinyang","4.85558, 31.77677",""
219,"Billing PHCU","Primary Health Care Unit","FCJAY0000007","Adior","Yirol East County","Eastern Lakes","",115,1,0,0,1,1,"Billing, billing-phcu","6.77575, 31.09918",""
220,"Bilpam","County Health Department","FCXXX0000004","Abiemnom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","9.39497, 23.82297",""
221,"Bimbim PHCU","Primary Health Care Unit","FC07120202","Yomding","Ulang County","Latjoor","",0,0,0,0,0,0,"bimbim-phcu","8.79500, 33.59600",""
222,"Bingo PHCU","Primary Health Care Unit","FC10030202","Landilli","Maridi County","Maridi","",118,1,0,0,1,1,"bingo-phcu","4.59721, 29.83396",""
223,"Bionythiang PHCC","Primary Health Care Centre","FC07130104","Akoka","Akoka County","Eastern Nile","",130,1,0,0,0,0,"Beinythiang phcc","0.00000, 0.00000",""
224,"Bira PHCC","Primary Health Care Centre","FC02010404","Unknown Payam In Ikotos","Ikotos County","Imatong","",130,1,0,0,1,1,"bira-phcc","3.83315, 33.58240",""
225,"Bishop Duatuka PHCU","Primary Health Care Unit","FC10020104","Unknown Payam In Ibba","Ibba County","Maridi","",118,1,0,0,1,1,"Duatoka phcu, Duatuka phcu","4.79093, 29.12325",""
226,"Bitit PHCU","Primary Health Care Unit","FC10050104","Amadi","Mundri West County","Amadi","",0,0,0,0,0,0,"","5.51670, 30.37076",""
227,"Biu PHCC","Primary Health Care Centre","FC06100202","Biu","Panrieng County","Ruweng","",131,1,0,0,1,1,"biu-phcc","9.64546, 30.29746",""
228,"Block 14 PHCU","Primary Health Care Unit","FC08031006","Kuac North","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"","7.75509, 28.19118",""
229,"Boaw PHCC","Primary Health Care Centre","FC06030604","Boaw","Koch County","Northern Liech","",0,0,0,0,0,0,"boaw-phcc","8.72018, 29.84255",""
230,"Bogori PHCU","Primary Health Care Unit","FC10100502","Kokor","Mvolo County","Amadi","",0,0,0,0,0,0,"bogori-phcu","6.84120, 30.75800",""
231,"Bol PHCU","Primary Health Care Unit","FC07020304","Lul","Kodok County","Western Nile","",0,0,0,0,0,0,"bol-phcu","9.72843, 31.85898",""
232,"Boma Hosp","State Hospital","FC03070502","Boma","Pibor County","Boma","",0,0,0,0,0,0,"","6.80450, 33.12890",""
233,"Bor Hosp","State Hospital","FC03020304","Bor Town","Bor County","Jonglei","",130,1,0,0,1,1,"Bor State Hospital","6.20680, 31.55654",""
234,"Bori PHCC","Primary Health Care Centre","FC01020206","Kangapo 2","Kajo Keji County","Yei River","",130,1,0,0,0,0,"Bori, bori-phcc","0.00000, 0.00000",""
235,"Boromedina PHCC","Primary Health Care Centre","FCHAT0000015","Raga","Raga County","Lol","",141,1,0,0,1,1,"Boro medina, boro-medina-phcc","8.46413, 24.81642",""
236,"Boshara PHCU","Primary Health Care Unit","FC07050204","Wadakona","Manyo County","Western Nile","",0,0,0,0,0,0,"","11.53662, 32.46999",""
237,"Bouth PHCU","Primary Health Care Unit","FC06061102","Kuerbone","Mayom County","Northern Liech","",114,1,0,0,0,0,"","0.00000, 0.00000","1683862; 1603513;1592780; 1592779; 1577910"
238,"Bringi PHCU","Primary Health Care Unit","FC09030104","Baggari","Bagari County","Wau","",114,1,0,0,0,0,"bringi-phcu","0.00000, 0.00000",""
239,"Buagyi PHCU","Primary Health Care Unit","FC10040302","Lozoh","Mundri East County","Amadi","",118,1,0,0,1,1,"buagyi-phcu","5.14799, 30.62898",""
240,"Buko PHCU (Tijor)","Primary Health Care Unit","FC01011402","Tijor","Juba County","Jubek","",0,0,0,0,0,0,"","5.14453, 31.25092",""
241,"Bule PHCU","Primary Health Care Unit","FC02050602","Longiro","Lopa/Lafon County","Imatong","",114,1,0,0,1,1,"bule-phcu","4.90138, 32.61816",""
242,"Bulich PHCU","Primary Health Care Unit","FCRAZ0000009","Baac","Aweil East County","Aweil East","",0,0,0,0,0,0,"","9.23205, 27.66689",""
243,"Buluk Eye Clinic","Specialized Hospital/Clinic","FC01010204","Juba Town","Juba County","Jubek","",79,1,0,0,1,1,"Block eye centre, Block eye clinic","0.00000, 0.00000",""
244,"Bulukuk PHCU","Primary Health Care Unit","FC01051502","Rego","Terekeka County","Terekeka","",117,1,0,0,1,1,"Gulukuk","5.43610, 31.54229",""
245,"Bulyom PHCU","Primary Health Care Unit","FC08070304","Awang","Twic County","Twic State","",118,1,0,0,1,1,"Bulyom, bulyom-phcu","9.10849, 28.60682",""
246,"Bunagok PHCC","Primary Health Care Centre","FC04010204","Banagok","Awerial County","Eastern Lakes","",144,1,0,0,1,1,"bunagok-phcc","6.21373, 30.99534",""
247,"Bungu General","Teaching Hospital","FC1011508","Bungu","Juba County","Jubek","",0,0,0,0,0,0,"","4.86970, 31.30920",""
248,"Bungu PHCU","Primary Health Care Unit","FC01011502","Bungu","Juba County","Jubek","",0,0,0,0,0,0,"","4.86970, 31.30920",""
249,"Bunj PHCC (Benkoma)","Primary Health Care Centre","FC07030402","Boung","Maban County","Eastern Nile","",134,1,0,0,1,1,"Bunj","9.96017, 33.72719",""
250,"Bunj RI PHCC","Primary Health Care Centre","FC07030404","Boung","Maban County","Eastern Nile","",0,0,0,0,0,0,"bunj-ri-phcc","9.96540, 33.80712",""
251,"Buny PHCC (Benkoma)","Primary Health Care Centre","FC07030408","Boung","Maban County","Eastern Nile","",0,0,0,0,0,0,"","9.96540, 33.80712",""
252,"Buong PHCU","Primary Health Care Unit","FC03010802","Buong","Akobo County","Eastern Bieh","",0,0,0,0,0,0,"buong-phcu","8.16217, 32.38200",""
253,"Bur Muttaram PHCU","Primary Health Care Unit","FC02080104","Bur","Torit County","Imatong","",114,1,0,0,1,1,"bur-muttaram-phcu","4.52374, 32.49151",""
254,"Bura PHCU","Primary Health Care Unit","FC02050306","Marguna","Lopa/Lafon County","Imatong","",0,0,0,0,0,0,"","5.09400, 32.48178",""
255,"Bura PHCU (Rego)","Primary Health Care Unit","FC01051504","Rego","Terekeka County","Terekeka","",127,1,0,0,1,1,"Bura, bura-phcu-rego-","5.44639, 31.37929",""
256,"Burmath PHCU","Primary Health Care Unit","FC03010302","Nyandit","Akobo County","Eastern Bieh","",87,1,0,0,1,1,"burmath-phcu","7.64101, 33.01547",""
257,"Bussere PHCC","Primary Health Care Centre","FC09030106","Baggari","Bagari County","Wau","",130,1,0,0,0,0,"Bussere, bussere-phcc","0.00000, 0.00000",""
258,"Caigon PHCC","Primary Health Care Centre","FC02070602","Pajok","Magwi County","Imatong","",0,0,0,0,0,0,"caigon-phcc","4.11500, 32.35610",""
259,"Canal PHCU (Ayod)","Primary Health Care Unit","FC03110202","Pajek","Ayod County","Western Bieh","",0,0,0,0,0,0,"","8.13242, 31.30908",""
260,"Canning Factory PHCU","Primary Health Care Unit","FC09030610","Wau South","Bagari County","Wau","",118,1,0,0,1,1,"canning-factory-phcu","7.65734, 28.02678",""
261,"Catholic Church PHCC","Primary Health Care Centre","FC07050206","Wadakona","Manyo County","Western Nile","",0,0,0,0,0,0,"","11.53662, 32.46999",""
262,"CDoT Loa Mission PHCC","Primary Health Care Centre","FC02070404","Pageri","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
263,"Chahari PHCU","Primary Health Care Unit","FC02010202","Lomohidang North","Ikotos County","Imatong","",114,1,0,0,1,1,"chahari-phcu","4.28963, 33.14454",""
264,"Chalamini PHCU","Primary Health Care Unit","FC02080202","Hiyala","Torit County","Imatong","",114,1,0,0,1,1,"chalamini-phcu","4.49547, 32.91138",""
265,"Chamanguei PHCU","Primary Health Care Unit","FCXAU0000002","Chel South","Aweil Centre County","Aweil","",0,0,0,0,0,0,"","8.78493, 26.87925",""
266,"Chawa PHCU","Primary Health Care Unit","FC02090102","Kimotong","Budi County","Namorunyang","",118,1,0,0,1,1,"Chawa, chawa-phcu","4.73322, 33.24433",""
267,"CHD Aweil Centre","County Health Department","FCXAU0000003","Aroyo","Aweil Centre County","Aweil","",0,0,0,0,0,0,"","8.66822, 26.85211",""
268,"CHD Aweil East","County Health Department","FCRAZ0000015","Baac","Aweil East County","Aweil East","",0,0,0,0,0,0,"","9.23205, 27.66689",""
269,"CHD Aweil North","County Health Department","FCRAZ0000016","Malual Centre","Aweil North County","Lol","",0,0,0,0,0,0,"","9.21259, 27.02250",""
270,"CHD Aweil South","County Health Department","FCRAZ0000014","Tiar Aliet","Aweil South County","Aweil","",0,0,0,0,0,0,"","8.89683, 27.83668",""
271,"CHD Aweil West","County Health Department","FCRAZ0000013","Ayat Centre","Aweil West County","Lol","",0,0,0,0,0,0,"","8.77200, 27.31380",""
272,"CHD Awerial","County Health Department","FCXAU0000009","Unknown Payam In Awerial","Awerial County","Eastern Lakes","",33,1,0,0,1,1,"Awerial CHD","6.04616, 31.50223",""
273,"CHD Budi County","County Health Department","FCRAZ0000021","Komiri","Budi County","Namorunyang","",37,1,0,0,1,1,"Budi chd, Budi County","0.00000, 0.00000",""
274,"CHD Cuiebet County","County Health Department","FCRAZ0000029","Unknown Payam In Cueibet","Cueibet County","Gok","",0,0,0,0,0,0,"","7.11849, 29.23404",""
275,"CHD Gogrial East County","County Health Department","FCRAZ0000025","Nyang","Gogrial East County","Gogrial East","",0,0,0,0,0,0,"","7.64931, 29.60357",""
276,"CHD Gogrial West","County Health Department","FCRAZ0000005","Gogrial","Gogrial West County","Gogrial East","",39,1,1,1,1,1,"Former Gogrial west county, County Health Department (CHD)., Gogrial West, Gogrial west county","8.53011, 28.09972",""
277,"CHD Ikwoto County","County Health Department","FCRAZ0000023","Ikotos","Ikotos County","Imatong","",0,0,0,0,0,0,"","4.28809, 33.13794",""
278,"CHD Kapoeta East","County Health Department","FCRAZ0000020","Narus","Kapoeta East County","Namorunyang","",36,1,0,0,1,1,"Kapoeta East, Kapoeta East CHD","4.50326, 34.15538",""
279,"CHD Kapoeta North","County Health Department","FCRAZ0000018","Kapoeta Town","Kapoeta South County","Namorunyang","",37,1,0,0,1,1,"Kapoeta north, Riwoto/ kapoeta north","4.87214, 33.50334",""
280,"CHD Kapoeta South","County Health Department","FCRAZ0000019","Pwata","Kapoeta South County","Namorunyang","",37,1,0,0,1,1,"County health CHD, County Health Department Kapoeta South","4.77025, 33.58913",""
281,"CHD Lopa Lafon","County Health Department","FCRAZ0000017","Imehejek","Lopa/Lafon County","Imatong","",35,1,0,0,1,1,"CHD LOPA COUNTY, Lopa county health department","4.76692, 32.76699",""
282,"CHD Magwi County","County Health Department","FC02070116","Magwi","Magwi County","Imatong","",12,1,1,1,0,0,"Magwi County Health Department","4.84346, 31.59558",""
283,"CHD Rumbek Centre","County Health Department","FCRAZ0000028","Unknown Payam In Rumbek Central","Rumbek Centre County","Western Lakes","",12,1,1,1,0,0,"Rumbek Center CHD","6.80809, 29.68008",""
284,"CHD Rumbek East County","County Health Department","FCRAZ0000032","Cueicok","Rumbek East County","Western Lakes","",0,0,0,0,0,0,"","6.72448, 29.75584",""
285,"CHD Rumbek North County","County Health Department","FCRAZ0000031","WuRing","Rumbek North County","Western Lakes","",0,0,0,0,0,0,"","7.66910, 29.71327",""
286,"CHD Tonj East County","County Health Department","FCRAZ0000024","Paweng","Tonj East County","Tonj State","",0,0,0,0,0,0,"","8.06604, 29.37749",""
287,"CHD Tonj North","County Health Department","FCRAZ0000026","Akop","Tonj North County","Tonj State","",33,1,0,0,1,1,"angon chd, Tonj North ","8.08944, 28.64100",""
288,"CHD Tonj South","County Health Department","FCRAZ0000010","Unknown Payam In Tonj South","Tonj South County","Tonj State","",6,1,1,1,0,0,"Tonj South","7.27662, 28.68031",""
289,"CHD Torit County","County Health Department","FCRAZ0000022","Unknown Payam In Torit","Torit County","Imatong","",12,1,1,1,0,0,"Torit CHD","4.39947, 32.56481",""
290,"CHD Twic County","County Health Department","FCRAZ0000004","Turalei","Twic County","Twic State","Deleted",0,0,0,0,0,0,"","9.12494, 28.40742",""
291,"CHD Twic County","County Health Department","FCRAZ0000003","Turalei","Twic County","Twic State","",6,1,1,1,0,0,"Twic CHD","9.09385, 28.43052",""
292,"CHD Wulu County","County Health Department","FCRAZ0000030","Wulu","Wulu County","Western Lakes","",36,1,0,0,1,1,"Wulu County","6.50849, 29.62724",""
